CountryID,Country,Year,Freshwater,Fresh Groundwater,Fresh Surface Water,Renewable Freshwater Resources,Renewable Freshwater Per Capita,Population Supplied by Water Industry,Precipitation,Evapotranspiration
203,Czechia,2004,2028.0,402.0,1626.0,12796.0,1250.0,92.0,53629.0,41473.0
203,Czechia,2005,1949.0,385.0,1564.0,15639.0,1525.0,92.0,57730.0,42872.0
203,Czechia,2006,1937.0,379.0,1557.0,19290.0,1873.0,92.0,55837.0,37617.0
203,Czechia,2007,1969.0,381.0,1589.0,13987.0,1351.0,92.0,59544.0,46194.0
203,Czechia,2008,1988.0,380.0,1608.0,10901.0,1046.0,92.0,49105.0,38689.0
203,Czechia,2009,1947.0,376.0,1572.0,11933.0,1138.0,93.0,59046.0,47826.0
203,Czechia,2010,1951.0,377.0,1573.0,25110.0,2383.0,93.0,68329.0,43988.0
203,Czechia,2011,1887.0,378.0,1508.0,13980.0,1323.0,94.0,49000.0,35500.0
203,Czechia,2012,1841.0,379.0,1461.0,13065.0,1234.0,94.0,54812.0,42239.0
203,Czechia,2013,1650.0,371.0,1279.0,19885.0,1878.0,94.0,57336.0,38296.0
203,Czechia,2014,1650.0,361.0,1289.0,8511.0,804.0,94.0,51420.0,43297.0
203,Czechia,2015,1603.0,366.0,1237.0,10020.0,945.0,94.0,41643.0,32021.0
203,Czechia,2016,1636.0,363.0,1273.0,11750.0,1107.0,94.0,50048.0,38700.0
203,Czechia,2017,1630.0,369.0,1261.0,14506.0,1363.0,95.0,53397.0,39230.0
233,Estonia,2006,1560.0,236.0,1324.0,7635.0,5659.0,72.0,23515.0,15879.0
233,Estonia,2012,1631.0,274.0,1357.0,29946.0,22602.0,82.0,38917.0,18532.0
233,Estonia,2013,1748.0,213.0,1535.0,19958.0,15130.0,82.0,25719.0,16362.0
250,France,2008,29203.0,5824.0,23379.0,216685.0,3476.0,99.0,562080.0,358245.0
250,France,2010,28339.0,5983.0,22356.0,212978.0,3379.0,99.0,502397.0,301180.0
250,France,2011,28316.0,5908.0,22408.0,135698.0,2142.0,99.0,428158.0,301912.0
250,France,2012,30008.0,5608.0,24400.0,213022.0,3347.0,99.0,516008.0,316271.0
250,France,2013,27828.0,5621.0,22207.0,280347.0,4388.0,99.0,578552.0,313246.0
276,Germany,2004,35557.0,6033.0,29524.0,174000.0,2129.0,99.0,287000.0,178000.0
276,Germany,2007,32301.0,5825.0,26476.0,206000.0,2532.0,99.0,333000.0,198000.0
276,Germany,2010,33036.0,5841.0,27195.0,189000.0,2336.0,99.0,300000.0,182000.0
276,Germany,2013,25327.0,5916.0,19411.0,181000.0,2230.0,99.0,276000.0,175000.0
344,"China, Hong Kong Special Administrative Region",2004,111.0,0.0,111.0,589.9000244,87.0,99.90000153,1909.0,1319.099976
344,"China, Hong Kong Special Administrative Region",2005,298.0,0.0,298.0,2353.100098,345.0,99.90000153,3529.5,1176.400024
344,"China, Hong Kong Special Administrative Region",2006,320.0,0.0,320.0,1674.800049,244.0,99.90000153,2885.300049,1210.5
344,"China, Hong Kong Special Administrative Region",2007,187.0,0.0,187.0,338.6000061,49.0,99.90000153,1874.199951,1535.599976
344,"China, Hong Kong Special Administrative Region",2008,332.0,0.0,332.0,1944.0,280.0,99.90000153,3366.699951,1422.699951
344,"China, Hong Kong Special Administrative Region",2009,220.0,0.0,220.0,889.9000244,127.0,99.90000153,2396.199951,1506.300049
344,"China, Hong Kong Special Administrative Region",2010,228.0,0.0,228.0,1271.0,181.0,99.90000153,2604.100098,1333.099976
344,"China, Hong Kong Special Administrative Region",2011,103.0,0.0,103.0,283.7999878,40.0,99.90000153,1632.900024,1349.099976
344,"China, Hong Kong Special Administrative Region",2012,217.0,0.0,217.0,812.2999878,114.0,99.90000153,2113.300049,1301.0
344,"China, Hong Kong Special Administrative Region",2013,336.0,0.0,336.0,2094.100098,295.0,99.90000153,3126.300049,1032.199951
344,"China, Hong Kong Special Administrative Region",2014,228.0,0.0,228.0,1782.599976,250.0,99.90000153,2896.899902,1114.300049
344,"China, Hong Kong Special Administrative Region",2015,226.0,0.0,226.0,1019.5,142.0,99.98999786,2058.199951,1038.699951
348,Hungary,2005,4929.0,566.0,4363.0,138003.0,13682.0,100.0,69378.0,53103.0
348,Hungary,2006,4917.0,540.0,4376.0,132886.0,13215.0,100.0,54220.0,49290.0
348,Hungary,2007,5279.0,521.0,4758.0,108100.0,10784.0,100.0,58400.0,53100.0
348,Hungary,2008,5432.0,506.0,4926.0,109968.0,11006.0,100.0,56451.0,52008.0
348,Hungary,2009,6342.0,558.0,5784.0,125106.0,12562.0,100.0,58311.0,52731.0
348,Hungary,2010,5370.0,535.0,4835.0,166034.0,16724.0,100.0,92535.0,65100.0
348,Hungary,2011,5225.0,535.0,4690.0,88426.0,8934.0,100.0,39153.0,41199.0
348,Hungary,2012,5051.0,535.0,4516.0,95086.0,9634.0,100.0,45384.0,45942.0
348,Hungary,2013,5250.0,496.0,4754.0,126150.0,12828.0,100.0,62031.0,53754.0
348,Hungary,2014,3923.0,476.0,3447.0,113738.0,11600.0,100.0,70680.0,59532.0
348,Hungary,2015,4030.0,492.0,3538.0,91728.0,9381.0,100.0,51429.0,50561.0
348,Hungary,2016,3959.0,486.0,3473.0,114687.0,11759.0,100.0,65751.0,55970.0
352,Iceland,2005,165.0,160.0,5.0,135151.0,458172.0,95.0,153277.0,18126.0
352,Iceland,2010,3303.0,3268.0,35.0,122733.0,383148.0,95.0,141043.0,18310.0
352,Iceland,2011,3515.0,3475.0,40.0,172947.0,534748.0,95.0,189993.0,17046.0
352,Iceland,2012,3571.0,3531.0,40.0,150926.0,463637.0,95.0,168420.0,17494.0
352,Iceland,2013,3486.0,3451.0,35.0,156393.0,477982.0,95.0,173377.0,16984.0
352,Iceland,2014,3011.0,2971.0,40.0,175903.0,535323.0,95.0,194159.0,18256.0
368,Iraq,2011,44700.0,4000.0,40700.0,79640.0,2510.0,84.0,46380.0,14310.0
368,Iraq,2012,49000.0,4000.0,45000.0,61642.0,1881.0,85.0,31620.0,19088.0
368,Iraq,2013,48900.0,4000.0,44900.0,65009.0,1961.0,87.0,86515.0,77526.0
368,Iraq,2014,46810.0,4000.0,42810.0,48933.0,1422.0,88.0,108812.0,97129.0
372,Ireland,2005,799.0,364.0,435.0,45564.0,10815.0,83.0,80279.0,37731.0
372,Ireland,2007,730.0,213.0,517.0,44282.0,10069.0,85.0,82798.0,41399.0
398,Kazakhstan,2004,23640.0,957.0,22683.0,128500.0,8352.0,76.40000153,874853.0,806553.0
398,Kazakhstan,2005,24797.0,1152.0,23645.0,133600.0,8596.0,77.40000153,744034.0,672334.0
